timestamp,node_id,region,download_utilization_pct,upload_utilization_pct,capacity_mbps,status
2026-06-01 09:00:00,NYC-001,New York,65.14,31.57,1000,normal
2026-06-01 09:00:00,NYC-002,New York,54.38,23.58,1000,normal
2026-06-01 09:00:00,NYC-003,New York,71.5,44.83,1000,warning
2026-06-01 09:00:00,CHI-001,Chicago,49.55,30.15,1000,normal
2026-06-01 09:00:00,CHI-002,Chicago,60.3,22.02,1000,normal
2026-06-01 09:00:00,CHI-003,Chicago,74.0,44.46,1000,warning
2026-06-01 10:00:00,PHL-001,Philadelphia,56.75,35.63,1000,normal
2026-06-01 10:00:00,PHL-002,Philadelphia,59.79,23.91,1000,normal
2026-06-01 10:00:00,PHL-003,Philadelphia,61.91,25.64,1000,normal
2026-06-01 10:00:00,PHL-004,Philadelphia,64.21,23.6,1000,normal
2026-06-01 10:00:00,NYC-001,New York,66.27,42.78,1000,normal
2026-06-01 10:00:00,NYC-002,New York,53.12,31.09,1000,normal
2026-06-01 10:00:00,NYC-003,New York,73.55,35.08,1000,warning
2026-06-01 10:00:00,CHI-001,Chicago,53.66,34.81,1000,normal
2026-06-01 10:00:00,CHI-002,Chicago,60.33,34.12,1000,normal
2026-06-01 10:00:00,CHI-003,Chicago,68.93,30.26,1000,normal
2026-06-01 11:00:00,PHL-001,Philadelphia,56.75,29.72,1000,normal
2026-06-01 11:00:00,PHL-002,Philadelphia,57.34,32.94,1000,normal
2026-06-01 11:00:00,PHL-003,Philadelphia,59.34,31.17,1000,normal
2026-06-01 11:00:00,PHL-004,Philadelphia,65.02,39.39,1000,normal
2026-06-01 11:00:00,NYC-001,New York,64.94,41.45,1000,normal
2026-06-01 11:00:00,NYC-002,New York,51.64,20.95,1000,normal
2026-06-01 11:00:00,NYC-003,New York,74.95,41.41,1000,warning
2026-06-01 11:00:00,CHI-001,Chicago,47.88,18.48,1000,normal
2026-06-01 11:00:00,CHI-002,Chicago,62.34,26.42,1000,normal
2026-06-01 11:00:00,CHI-003,Chicago,71.57,38.35,1000,warning
2026-06-01 12:00:00,PHL-001,Philadelphia,56.35,29.59,1000,normal
2026-06-01 12:00:00,PHL-002,Philadelphia,61.18,38.57,1000,normal
2026-06-01 12:00:00,PHL-003,Philadelphia,64.23,36.28,1000,normal
2026-06-01 12:00:00,PHL-004,Philadelphia,66.91,31.36,1000,normal
2026-06-01 12:00:00,NYC-001,New York,72.03,31.69,1000,warning
2026-06-01 12:00:00,NYC-002,New York,57.53,33.11,1000,normal
2026-06-01 12:00:00,NYC-003,New York,73.73,35.94,1000,warning
2026-06-01 12:00:00,CHI-001,Chicago,57.99,37.63,1000,normal
2026-06-01 12:00:00,CHI-002,Chicago,61.44,25.43,1000,normal
2026-06-01 12:00:00,CHI-003,Chicago,73.59,46.36,1000,warning
2026-06-01 13:00:00,PHL-001,Philadelphia,60.05,36.86,1000,normal
2026-06-01 13:00:00,PHL-002,Philadelphia,59.96,23.82,1000,normal
2026-06-01 13:00:00,PHL-003,Philadelphia,68.0,38.15,1000,normal
2026-06-01 13:00:00,PHL-004,Philadelphia,69.89,45.16,1000,normal
2026-06-01 13:00:00,NYC-001,New York,71.92,25.34,1000,warning
2026-06-01 13:00:00,NYC-002,New York,61.54,27.07,1000,normal
2026-06-01 13:00:00,NYC-003,New York,79.63,50.3,1000,warning
2026-06-01 13:00:00,CHI-001,Chicago,51.07,19.64,1000,normal
2026-06-01 13:00:00,CHI-002,Chicago,61.64,31.8,1000,normal
2026-06-01 13:00:00,CHI-003,Chicago,73.63,39.13,1000,warning
2026-06-01 14:00:00,PHL-001,Philadelphia,58.74,24.15,1000,normal
2026-06-01 14:00:00,PHL-002,Philadelphia,62.07,26.64,1000,normal
2026-06-01 14:00:00,PHL-003,Philadelphia,65.93,40.98,1000,normal
2026-06-01 14:00:00,PHL-004,Philadelphia,71.77,27.11,1000,warning
2026-06-01 14:00:00,NYC-001,New York,70.54,30.54,1000,warning
2026-06-01 14:00:00,NYC-002,New York,55.03,31.99,1000,normal
2026-06-01 14:00:00,NYC-003,New York,79.37,34.02,1000,warning
2026-06-01 14:00:00,CHI-001,Chicago,55.93,28.83,1000,normal
2026-06-01 14:00:00,CHI-002,Chicago,63.57,22.43,1000,normal
2026-06-01 14:00:00,CHI-003,Chicago,72.45,44.55,1000,warning
2026-06-01 15:00:00,PHL-001,Philadelphia,60.23,30.94,1000,normal
2026-06-01 15:00:00,PHL-002,Philadelphia,63.68,33.42,1000,normal
2026-06-01 15:00:00,PHL-003,Philadelphia,63.89,24.8,1000,normal
2026-06-01 15:00:00,PHL-004,Philadelphia,67.47,41.81,1000,normal
2026-06-01 15:00:00,NYC-001,New York,72.78,44.27,1000,warning
2026-06-01 15:00:00,NYC-002,New York,62.19,25.69,1000,normal
2026-06-01 15:00:00,NYC-003,New York,75.5,28.75,1000,warning
2026-06-01 15:00:00,CHI-001,Chicago,56.24,34.6,1000,normal
2026-06-01 15:00:00,CHI-002,Chicago,63.44,34.02,1000,normal
2026-06-01 15:00:00,CHI-003,Chicago,72.93,45.87,1000,warning
2026-06-01 16:00:00,PHL-001,Philadelphia,59.92,38.52,1000,normal
2026-06-01 16:00:00,PHL-002,Philadelphia,63.49,39.01,1000,normal
2026-06-01 16:00:00,PHL-003,Philadelphia,63.15,36.06,1000,normal
2026-06-01 16:00:00,PHL-004,Philadelphia,67.66,42.57,1000,normal
2026-06-01 16:00:00,NYC-001,New York,72.81,44.36,1000,warning
2026-06-01 16:00:00,NYC-002,New York,61.49,26.44,1000,normal
2026-06-01 16:00:00,NYC-003,New York,80.87,30.93,1000,warning
2026-06-01 16:00:00,CHI-001,Chicago,56.98,34.62,1000,normal
2026-06-01 16:00:00,CHI-002,Chicago,62.33,37.08,1000,normal
2026-06-01 16:00:00,CHI-003,Chicago,74.76,33.01,1000,warning
2026-06-01 17:00:00,PHL-001,Philadelphia,59.36,24.83,1000,normal
2026-06-01 17:00:00,PHL-002,Philadelphia,57.19,23.33,1000,normal
2026-06-01 17:00:00,PHL-003,Philadelphia,64.97,39.59,1000,normal
2026-06-01 17:00:00,PHL-004,Philadelphia,72.74,31.55,1000,warning
2026-06-01 17:00:00,NYC-001,New York,71.85,33.76,1000,warning
2026-06-01 17:00:00,NYC-002,New York,62.85,32.11,1000,normal
2026-06-01 17:00:00,NYC-003,New York,82.39,31.69,1000,warning
2026-06-01 17:00:00,CHI-001,Chicago,57.76,23.31,1000,normal
2026-06-01 17:00:00,CHI-002,Chicago,66.78,28.69,1000,normal
2026-06-01 17:00:00,CHI-003,Chicago,72.65,34.9,1000,warning
2026-06-01 18:00:00,PHL-001,Philadelphia,67.83,30.12,1000,normal
2026-06-01 18:00:00,PHL-002,Philadelphia,70.85,35.67,1000,warning
2026-06-01 18:00:00,PHL-003,Philadelphia,74.31,38.86,1000,warning
2026-06-01 18:00:00,PHL-004,Philadelphia,76.04,42.78,1000,warning
2026-06-01 18:00:00,NYC-001,New York,77.01,48.34,1000,warning
2026-06-01 18:00:00,NYC-002,New York,68.31,38.65,1000,normal
2026-06-01 18:00:00,NYC-003,New York,89.42,49.29,1000,critical
2026-06-01 18:00:00,CHI-001,Chicago,61.91,22.97,1000,normal
2026-06-01 18:00:00,CHI-002,Chicago,73.99,33.23,1000,warning
2026-06-01 18:00:00,CHI-003,Chicago,82.88,50.09,1000,warning
2026-06-01 19:00:00,PHL-001,Philadelphia,67.76,29.82,1000,normal
2026-06-01 19:00:00,PHL-002,Philadelphia,68.47,32.35,1000,normal
2026-06-01 19:00:00,PHL-003,Philadelphia,74.41,32.64,1000,warning
2026-06-01 19:00:00,PHL-004,Philadelphia,75.02,35.72,1000,warning
2026-06-01 19:00:00,NYC-001,New York,82.64,45.72,1000,warning
2026-06-01 19:00:00,NYC-002,New York,71.22,38.08,1000,warning
2026-06-01 19:00:00,NYC-003,New York,85.01,43.73,1000,critical
2026-06-01 19:00:00,CHI-001,Chicago,59.0,25.73,1000,normal
2026-06-01 19:00:00,CHI-002,Chicago,72.58,38.03,1000,warning
2026-06-01 19:00:00,CHI-003,Chicago,84.93,41.57,1000,warning
2026-06-01 20:00:00,PHL-001,Philadelphia,65.54,27.14,1000,normal
2026-06-01 20:00:00,PHL-002,Philadelphia,69.79,43.29,1000,normal
2026-06-01 20:00:00,PHL-003,Philadelphia,76.78,30.78,1000,warning
2026-06-01 20:00:00,PHL-004,Philadelphia,74.68,37.69,1000,warning
2026-06-01 20:00:00,NYC-001,New York,80.8,36.4,1000,warning
2026-06-01 20:00:00,NYC-002,New York,70.55,40.59,1000,warning
2026-06-01 20:00:00,NYC-003,New York,88.73,37.04,1000,critical
2026-06-01 20:00:00,CHI-001,Chicago,60.59,21.65,1000,normal
2026-06-01 20:00:00,CHI-002,Chicago,71.47,35.2,1000,warning
2026-06-01 20:00:00,CHI-003,Chicago,86.1,32.02,1000,critical
2026-06-01 21:00:00,PHL-001,Philadelphia,65.32,35.2,1000,normal
2026-06-01 21:00:00,PHL-002,Philadelphia,67.56,37.76,1000,normal
2026-06-01 21:00:00,PHL-003,Philadelphia,74.97,31.73,1000,warning
2026-06-01 21:00:00,PHL-004,Philadelphia,79.25,27.87,1000,warning
2026-06-01 21:00:00,NYC-001,New York,81.51,47.36,1000,warning
2026-06-01 21:00:00,NYC-002,New York,64.85,30.97,1000,normal
2026-06-01 21:00:00,NYC-003,New York,83.76,53.39,1000,warning
2026-06-01 21:00:00,CHI-001,Chicago,63.14,23.05,1000,normal
2026-06-01 21:00:00,CHI-002,Chicago,71.5,43.22,1000,warning
2026-06-01 21:00:00,CHI-003,Chicago,83.74,49.44,1000,warning
2026-06-01 22:00:00,PHL-001,Philadelphia,67.34,43.53,1000,normal
2026-06-01 22:00:00,PHL-002,Philadelphia,70.76,44.93,1000,warning
2026-06-01 22:00:00,PHL-003,Philadelphia,77.35,41.29,1000,warning
2026-06-01 22:00:00,PHL-004,Philadelphia,79.75,39.99,1000,warning
2026-06-01 22:00:00,NYC-001,New York,81.98,42.17,1000,warning
2026-06-01 22:00:00,NYC-002,New York,71.18,40.79,1000,warning
2026-06-01 22:00:00,NYC-003,New York,86.75,37.11,1000,critical
2026-06-01 22:00:00,CHI-001,Chicago,60.98,33.01,1000,normal
2026-06-01 22:00:00,CHI-002,Chicago,74.59,37.77,1000,warning
2026-06-01 22:00:00,CHI-003,Chicago,84.76,36.65,1000,warning
2026-06-01 23:00:00,PHL-001,Philadelphia,44.62,19.44,1000,normal
2026-06-01 23:00:00,PHL-002,Philadelphia,50.17,22.37,1000,normal
2026-06-01 23:00:00,PHL-003,Philadelphia,57.24,22.41,1000,normal
2026-06-01 23:00:00,PHL-004,Philadelphia,57.85,32.29,1000,normal
2026-06-01 23:00:00,NYC-001,New York,63.24,23.35,1000,normal
2026-06-01 23:00:00,NYC-002,New York,49.26,25.26,1000,normal
2026-06-01 23:00:00,NYC-003,New York,68.16,28.09,1000,normal
2026-06-01 23:00:00,CHI-001,Chicago,44.36,27.57,1000,normal
2026-06-01 23:00:00,CHI-002,Chicago,55.5,31.01,1000,normal
2026-06-01 23:00:00,CHI-003,Chicago,68.14,39.5,1000,normal
2026-06-02 00:00:00,PHL-001,Philadelphia,47.24,16.62,1000,normal
2026-06-02 00:00:00,PHL-002,Philadelphia,51.81,29.84,1000,normal
2026-06-02 00:00:00,PHL-003,Philadelphia,61.52,39.13,1000,normal
2026-06-02 00:00:00,PHL-004,Philadelphia,58.55,33.62,1000,normal
2026-06-02 00:00:00,NYC-001,New York,65.08,34.56,1000,normal
2026-06-02 00:00:00,NYC-002,New York,48.26,20.07,1000,normal
2026-06-02 00:00:00,NYC-003,New York,69.06,24.77,1000,normal
2026-06-02 00:00:00,CHI-001,Chicago,43.69,24.19,1000,normal
2026-06-02 00:00:00,CHI-002,Chicago,56.23,22.46,1000,normal
2026-06-02 00:00:00,CHI-003,Chicago,68.0,26.4,1000,normal
2026-06-02 01:00:00,PHL-001,Philadelphia,49.18,17.61,1000,normal
2026-06-02 01:00:00,PHL-002,Philadelphia,52.15,27.08,1000,normal
2026-06-02 01:00:00,PHL-003,Philadelphia,56.56,30.7,1000,normal
2026-06-02 01:00:00,PHL-004,Philadelphia,56.29,27.5,1000,normal
2026-06-02 01:00:00,NYC-001,New York,62.1,28.8,1000,normal
2026-06-02 01:00:00,NYC-002,New York,48.19,21.59,1000,normal
2026-06-02 01:00:00,NYC-003,New York,72.31,33.53,1000,warning
2026-06-02 01:00:00,CHI-001,Chicago,47.02,28.19,1000,normal
2026-06-02 01:00:00,CHI-002,Chicago,55.31,20.72,1000,normal
2026-06-02 01:00:00,CHI-003,Chicago,65.32,33.43,1000,normal
2026-06-02 02:00:00,PHL-001,Philadelphia,52.2,23.75,1000,normal
2026-06-02 02:00:00,PHL-002,Philadelphia,54.2,31.67,1000,normal
2026-06-02 02:00:00,PHL-003,Philadelphia,60.31,34.75,1000,normal
2026-06-02 02:00:00,PHL-004,Philadelphia,62.8,25.74,1000,normal
2026-06-02 02:00:00,NYC-001,New York,61.92,24.5,1000,normal
2026-06-02 02:00:00,NYC-002,New York,47.51,26.17,1000,normal
2026-06-02 02:00:00,NYC-003,New York,70.34,29.22,1000,warning
2026-06-02 02:00:00,CHI-001,Chicago,46.6,27.03,1000,normal
2026-06-02 02:00:00,CHI-002,Chicago,54.81,29.17,1000,normal
2026-06-02 02:00:00,CHI-003,Chicago,69.69,26.79,1000,normal
2026-06-02 03:00:00,PHL-001,Philadelphia,50.75,32.45,1000,normal
2026-06-02 03:00:00,PHL-002,Philadelphia,49.86,17.84,1000,normal
2026-06-02 03:00:00,PHL-003,Philadelphia,58.27,32.24,1000,normal
2026-06-02 03:00:00,PHL-004,Philadelphia,62.87,29.49,1000,normal
2026-06-02 03:00:00,NYC-001,New York,66.09,24.64,1000,normal
2026-06-02 03:00:00,NYC-002,New York,52.02,28.0,1000,normal
2026-06-02 03:00:00,NYC-003,New York,65.72,38.23,1000,normal
2026-06-02 03:00:00,CHI-001,Chicago,47.8,25.34,1000,normal
2026-06-02 03:00:00,CHI-002,Chicago,54.53,35.18,1000,normal
2026-06-02 03:00:00,CHI-003,Chicago,69.9,31.75,1000,normal
2026-06-02 04:00:00,PHL-001,Philadelphia,47.63,21.97,1000,normal
2026-06-02 04:00:00,PHL-002,Philadelphia,53.05,24.0,1000,normal
2026-06-02 04:00:00,PHL-003,Philadelphia,61.5,36.7,1000,normal
2026-06-02 04:00:00,PHL-004,Philadelphia,56.04,35.77,1000,normal
2026-06-02 04:00:00,NYC-001,New York,65.61,39.27,1000,normal
2026-06-02 04:00:00,NYC-002,New York,52.16,25.07,1000,normal
2026-06-02 04:00:00,NYC-003,New York,72.04,46.08,1000,warning
2026-06-02 04:00:00,CHI-001,Chicago,43.16,25.57,1000,normal
2026-06-02 04:00:00,CHI-002,Chicago,57.03,28.23,1000,normal
2026-06-02 04:00:00,CHI-003,Chicago,67.81,38.6,1000,normal
2026-06-02 05:00:00,PHL-001,Philadelphia,46.35,28.07,1000,normal
2026-06-02 05:00:00,PHL-002,Philadelphia,55.65,20.92,1000,normal
2026-06-02 05:00:00,PHL-003,Philadelphia,61.69,26.1,1000,normal
2026-06-02 05:00:00,PHL-004,Philadelphia,58.92,31.41,1000,normal
2026-06-02 05:00:00,NYC-001,New York,64.07,22.98,1000,normal
2026-06-02 05:00:00,NYC-002,New York,53.31,21.57,1000,normal
2026-06-02 05:00:00,NYC-003,New York,66.82,39.38,1000,normal
2026-06-02 05:00:00,CHI-001,Chicago,43.72,26.85,1000,normal
2026-06-02 05:00:00,CHI-002,Chicago,58.01,25.11,1000,normal
2026-06-02 05:00:00,CHI-003,Chicago,65.26,41.4,1000,normal
2026-06-02 06:00:00,PHL-001,Philadelphia,49.88,28.23,1000,normal
2026-06-02 06:00:00,PHL-002,Philadelphia,57.91,33.44,1000,normal
2026-06-02 06:00:00,PHL-003,Philadelphia,65.54,35.64,1000,normal
2026-06-02 06:00:00,PHL-004,Philadelphia,64.13,37.7,1000,normal
2026-06-02 06:00:00,NYC-001,New York,67.36,28.05,1000,normal
2026-06-02 06:00:00,NYC-002,New York,57.03,25.2,1000,normal
2026-06-02 06:00:00,NYC-003,New York,75.52,37.15,1000,warning
2026-06-02 06:00:00,CHI-001,Chicago,50.25,24.0,1000,normal
2026-06-02 06:00:00,CHI-002,Chicago,63.28,28.43,1000,normal
2026-06-02 06:00:00,CHI-003,Chicago,74.42,32.1,1000,warning
2026-06-02 07:00:00,PHL-001,Philadelphia,51.21,19.78,1000,normal
2026-06-02 07:00:00,PHL-002,Philadelphia,55.54,21.43,1000,normal
2026-06-02 07:00:00,PHL-003,Philadelphia,64.62,37.39,1000,normal
2026-06-02 07:00:00,PHL-004,Philadelphia,61.68,25.59,1000,normal
2026-06-02 07:00:00,NYC-001,New York,69.71,39.55,1000,normal
2026-06-02 07:00:00,NYC-002,New York,59.31,30.09,1000,normal
2026-06-02 07:00:00,NYC-003,New York,72.53,27.57,1000,warning
2026-06-02 07:00:00,CHI-001,Chicago,47.55,19.89,1000,normal
2026-06-02 07:00:00,CHI-002,Chicago,59.88,21.21,1000,normal
2026-06-02 07:00:00,CHI-003,Chicago,73.4,31.73,1000,warning
2026-06-02 08:00:00,PHL-001,Philadelphia,56.99,29.41,1000,normal
2026-06-02 08:00:00,PHL-002,Philadelphia,59.58,23.11,1000,normal
2026-06-02 08:00:00,PHL-003,Philadelphia,66.61,33.12,1000,normal
2026-06-02 08:00:00,PHL-004,Philadelphia,67.18,35.08,1000,normal
2026-06-02 08:00:00,NYC-001,New York,69.62,33.57,1000,normal
2026-06-02 08:00:00,NYC-002,New York,52.97,19.36,1000,normal
2026-06-02 08:00:00,NYC-003,New York,79.11,39.03,1000,warning
2026-06-02 08:00:00,CHI-001,Chicago,52.58,24.72,1000,normal
2026-06-02 08:00:00,CHI-002,Chicago,59.24,31.92,1000,normal
2026-06-02 08:00:00,CHI-003,Chicago,70.52,27.84,1000,warning
2026-06-02 09:00:00,PHL-001,Philadelphia,53.7,23.69,1000,normal
2026-06-02 09:00:00,PHL-002,Philadelphia,61.95,23.88,1000,normal
2026-06-02 09:00:00,PHL-003,Philadelphia,65.99,35.1,1000,normal
2026-06-02 09:00:00,PHL-004,Philadelphia,66.53,27.79,1000,normal
2026-06-02 09:00:00,NYC-001,New York,69.94,33.93,1000,normal
2026-06-02 09:00:00,NYC-002,New York,55.04,33.47,1000,normal
2026-06-02 09:00:00,NYC-003,New York,79.6,35.15,1000,warning
2026-06-02 09:00:00,CHI-001,Chicago,50.97,27.16,1000,normal
2026-06-02 09:00:00,CHI-002,Chicago,63.24,40.11,1000,normal
2026-06-02 09:00:00,CHI-003,Chicago,71.45,29.53,1000,warning
2026-06-02 10:00:00,PHL-001,Philadelphia,54.48,21.63,1000,normal
2026-06-02 10:00:00,PHL-002,Philadelphia,55.39,20.63,1000,normal
2026-06-02 10:00:00,PHL-003,Philadelphia,61.42,29.8,1000,normal
2026-06-02 10:00:00,PHL-004,Philadelphia,64.95,28.41,1000,normal
2026-06-02 10:00:00,NYC-001,New York,68.19,38.33,1000,normal
2026-06-02 10:00:00,NYC-002,New York,57.12,27.77,1000,normal
2026-06-02 10:00:00,NYC-003,New York,76.57,48.02,1000,warning
2026-06-02 10:00:00,CHI-001,Chicago,52.3,28.11,1000,normal
2026-06-02 10:00:00,CHI-002,Chicago,62.77,39.55,1000,normal
2026-06-02 10:00:00,CHI-003,Chicago,72.75,37.35,1000,warning
2026-06-02 11:00:00,PHL-001,Philadelphia,54.38,33.85,1000,normal
2026-06-02 11:00:00,PHL-002,Philadelphia,60.61,22.51,1000,normal
2026-06-02 11:00:00,PHL-003,Philadelphia,62.4,27.6,1000,normal
2026-06-02 11:00:00,PHL-004,Philadelphia,66.19,34.47,1000,normal
2026-06-02 11:00:00,NYC-001,New York,68.53,26.54,1000,normal
2026-06-02 11:00:00,NYC-002,New York,57.01,31.92,1000,normal
2026-06-02 11:00:00,NYC-003,New York,79.13,39.58,1000,warning
2026-06-02 11:00:00,CHI-001,Chicago,49.95,18.69,1000,normal
2026-06-02 11:00:00,CHI-002,Chicago,59.04,28.32,1000,normal
2026-06-02 11:00:00,CHI-003,Chicago,72.13,30.66,1000,warning
2026-06-02 12:00:00,PHL-001,Philadelphia,53.93,34.44,1000,normal
2026-06-02 12:00:00,PHL-002,Philadelphia,64.69,33.8,1000,normal
2026-06-02 12:00:00,PHL-003,Philadelphia,71.1,46.21,1000,warning
2026-06-02 12:00:00,PHL-004,Philadelphia,69.58,29.98,1000,normal
